ident,text,items,faults,actions
100236,right-hand engine cylinder number 3 intake is leaking . replaced intake gasket .,engine; cylinder; intake; intake gasket,leaking,replaced
100237,left-hand engine number 4 induction tube gasket leaking . replaced intake gasket .,engine; induction tube gasket; intake gasket,leaking,replaced
100238,left-hand engine cylinder number 1 forward baffle seal is loose . resecured number 1 forward baffle seal .,engine; cylinder; baffle seal,loose,resecured
100239,"left-hand engine number 1 , 2 and 3 rocker box covers leaking . replaced rocker cover gaskets .",engine; rocker box covers; rocker cover gaskets,leaking,replaced
100240,right-hand engine number 2 intake tube gasket is leaking . installed new number 2 intake tube gasket .,engine; intake tube gasket,leaking,installed
100241,right-hand engine all rocker cover gaskets leaking . installed new right-hand engine rocker box cover gaskets .,engine; rocker cover gaskets; rocker box cover gaskets,leaking,installed
100242,aft baffle bracket rivets sheared . resecured baffle bracket .,baffle bracket; rivets,sheared,resecured
100243,number 3 aft baffle is worn through at inboard cylinder wrap . removed worn piece . fabricated replacement from like ma,baffle; cylinder wrap; piece,worn through; worn,removed; fabricated; fabricated replacement
100244,front right-hand baffle side has a crack by screw . stop drilled crack .,baffle; screw,crack,stop drilled
100245,front right-hand baffle worn through from muffler shroud . removed baffle .,baffle; muffler shroud,worn,removed
100246,front right-hand baffle worn through from muffler shroud . fabricated patch with like materials . riveted in accordance with,baffle; muffler shroud; patch; like materials,worn,fabricated
100247,"number 2 , 3 and 4 rocker gaskets leaking . replaced number 2 , 3 and 4 rocker gaskets . leak check good .",rocker gaskets,leaking,replaced; leak check
100248,number 3 aft baffle cracked in several places . installed new baffle .,baffle,cracked,installed
100249,number 3 aft baffle cracked in several places . removed right-hand rear baffle .,baffle,cracked,removed
100250,screw missing in number 4 rocker cover . installed and torqued new screw in number 4 rocker box cover . r,screw; rocker cover; rocker box cover,missing,installed; torqued
100251,number 2 intake is leaking . replaced gasket .,intake; gasket,leaking,replaced
100252,bracket securing oil line to number 2 cylinder broken . removed and replaced bracket .,bracket; oil line; cylinder,broken,removed; replaced
100253,remove engine to facilitate firewall repair . removed engine to facilitate repair by odegaard wings .,engine; odegaard wings,,remove; firewall repair; removed; repair
100254,remove engine to facilitate firewall repair . reinstalled engine in accordance with maintenance man,engine,,remove; firewall repair; repair; reinstalled
100255,number 2 rocker cover gasket leaking . removed and replaced number 2 rocker cover gasket .,rocker cover gasket,leaking,removed; replaced
100256,number 2 and 4 rocker covers are leaking . removed and replaced gaskets .,rocker covers; gaskets,leaking,removed; replaced
100257,"doing max perform takeoff at 3200 , manifold pressure won ' t go any higher than 24 . requires maintenance flight to verify discrepancy",,won ' t go any higher,maintenance flight
100258,"rocker cover gaskets 1 , 3 and 4 leaking . removed and replaced rocker cover gaskets 1 , 3 and 4 .",rocker cover gaskets,leaking,removed; replaced
100259,number 2 and 4 cylinder rocker cover gaskets leaking . removed and replaced number 2 and 4 gaskets .,cylinder; rocker cover gaskets; gaskets,leaking,removed; replaced
100260,"number 1 , 2 and 3 rocker box cover screws loose . tightened screws .",rocker box cover screws; screws,loose,tightened
100261,number 1 and 3 rocker covers leaking . removed and replaced number 1 and 3 rocker cover gaskets .,rocker covers; rocker cover gaskets,leaking,removed; replaced
100262,rocker box cover screws loose all cylinder . tightened screws .,rocker box cover screws; cylinder; screws,loose,tightened
100263,induction tube hose clamps loose all cylinder . tightened hose clamps .,induction tube; hose clamps; cylinder,loose,tightened
100264,number 3 intake leaking at clamp . readjusted and tightened clamp .,intake; clamp,leaking,readjusted; tightened
100265,number 2 intake gasket leaking . removed and replaced intake gasket with new .,intake gasket,leaking,removed; replaced
100266,"rivet pulled through baffle seal , number 1 cylinder . removed old rivet and installed new rivet .",rivet; baffle seal; cylinder,pulled through,removed; installed
100267,number 3 rocker cover leaking . removed and replaced gasket .,rocker cover; gasket,leaking,removed; replaced
100268,left-hand engine inboard baffle interconnect rod broken . removed and replaced baffle interconnect rod .,engine; baffle interconnect rod,broken,removed; replaced
100269,number 2 induction tube hose clamp broken . installed new hose clamp .,induction tube; hose clamp,broken,installed
100270,"number 1 , 2 , 3 cylinder intake gaskets leaking . installed new intake gaskets .",cylinder; intake gaskets,leaking,installed
100271,number 4 rocker cover is leaking . removed and replaced number 4 rocker cover gasket .,rocker cover; rocker cover gasket,leaking,removed; replaced
100272,aft right-hand baffle has missing rivet . removed and replaced rivet .,baffle; rivet,missing,removed; replaced
100273,number 2 and 4 rocker covers leaking . removed and replaced number 2 and 4 rocker cover gaskets .,rocker covers; rocker cover gaskets,leaking,removed; replaced
100274,ring gear has too many damaged teeth . removed propeller and installed serviceable ring gear assembly . in,ring gear; propeller; ring gear assembly,too many damaged,removed; installed
100275,number 3 cylinder oil return line been chafing on wire bundle . leak check good .,cylinder; oil return line; wire bundle,chafing,leak check
100276,number 3 cylinder oil return line been chafing on wire bundle . removed and replaced oil return line .,cylinder; oil return line; wire bundle,chafing,removed; replaced
100277,right-hand side back baffle is cracked and bracket rivets broken . removed right-hand side baffle off engine .,baffle; bracket; rivets; engine,cracked; broken,removed
100278,right-hand side back baffle is cracked and bracket rivets broken . replaced baffle with serviceable baffle .,baffle; bracket; rivets,cracked; broken,replaced
100279,number 1 rocker cover leaking . removed and replaced rocker cover gasket .,rocker cover; rocker cover gasket,leaking,removed; replaced
100280,right-hand engine cylinder number 3 aft baffle is cracked . stop drilled crack in right-hand engine number 3 aft baffle .,engine; cylinder; baffle,cracked; crack,stop drilled
100281,left-hand engine cylinder number 4 aft baffle stiffener is cracked . removed and replaced cracked stiffener .,engine; cylinder; baffle stiffener; stiffener,cracked,removed; replaced
100282,cylinder number 2 and 3 intakes are leaking . removed and replaced cylinder number 2 and 3 intake gaskets .,cylinder; intakes; intake gaskets,leaking,removed; replaced
100283,right-hand forward upper baffle seal needs to be resecured . installed pop rivet to resecure right-hand forward baffle seal .,upper baffle seal; pop rivet; baffle seal,,resecured; installed; resecure
100284,number 1 intake is leaking . removed and replaced number 1 intake gasket .,intake; intake gasket,leaking,removed; replaced
100285,rocker covers 2 and 3 leaking . removed and replaced rocker cover gaskets 2 and 3 .,rocker covers; rocker cover gaskets,leaking,removed; replaced
100286,number 2 induction tube gasket leaking . installed new number 2 induction tube gasket .,induction tube gasket,leaking,installed
100287,number 2 and 3 rocker box cover gaskets leaking . installed new rocker box cover gaskets .,rocker box cover gaskets,leaking,installed
100288,"during entry to 180 degree auto , when collective lowered to . inspected throttle linkage , collective linkage , no disc",throttle linkage; collective linkage,,inspected
100289,"cap screw missing , left-hand engine number 4 baffle . installed new screw .",cap screw; engine; baffle; screw,missing,installed
100290,number 4 rocker cover leaking . removed and replaced number 4 rocker cover gasket .,rocker cover; rocker cover gasket,leaking,removed; replaced
100291,all rocker covers have loose screws . tightened all covers .,rocker covers; screws; covers,loose,tightened
100292,right-hand engine number 3 intake leaking . removed and replaced number 3 intake gasket with new .,engine; intake; intake gasket,leaking,removed; replaced
100293,hardware missing on right-hand engine number 4 rocker cover . installed new screw into number 4 rocker cover .,hardware; engine; rocker cover; screw,missing,installed
100294,number 4 intake gasket leaking . replaced gasket .,intake gasket; gasket,leaking,replaced
100295,right engine number 2 rocker cover leaking . removed and replaced number 2 rocker cover .,engine; rocker cover,leaking,removed; replaced
100296,number 1 and 3 rocker box cover screws loose . tightened screws .,rocker box cover screws; screws,loose,tightened
100297,number 2 and 4 induction tube gaskets leaking . installed new number 2 and 4 induction tube gaskets .,induction tube gaskets,leaking,installed
100298,all screws for rocker covers are loose . tightened all screws .,screws; rocker covers,loose,tightened
