pair_id,query_id,query_problem,candidate_problem_x,problem_relevance_0_1_2,phase_a_notes,candidate_id,rank,selected_mode,query_true_historical_action_family,candidate_historical_action,candidate_historical_action_family,candidate_problem_y,candidate_cluster_id,candidate_leakage_group_id,retrieval_score,action_applicability_0_1_2,phase_b_notes
MR-75b4214964899359,100568,ENGINE BAFFLE PLUG TABS BROKEN.,R/H SIDE BAFFLE PLUG LOOSE W/ TABS BROKEN.,2,Same broken baffle-plug tabs; the candidate adds looseness without contradicting the shared defect.,103565,4,structure,Replace,REMOVED & REPLACED W/ NEW BAFFLE PLUG.,Replace,R/H SIDE BAFFLE PLUG LOOSE W/ TABS BROKEN.,EC-acc47cd7aac80299,LG-acc47cd7aac80299,0.8666666666666667,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-c560d0e503eb9199,105590,EVIDENCE OF CARB FIRE ON L/H CARB AIRBOX.,L/H REAR ENGINE BAFFLE ACCESS HOLE WORN.,0,Different core problems: carb-airbox fire versus baffle worn hole.,103075,5,structure,Inspect,INSTALL ACCESS HOLE DOUBLER IAW,Replace,L/H REAR ENGINE BAFFLE ACCESS HOLE WORN.,EC-35bcf1cd6e7001a9,LG-35bcf1cd6e7001a9,0.4285714285714285,0,
MR-3c9ee195570ab70f,104031,#4 AFT BAFFLE CRACKED.,BAFFLE ABOVE CYL #1 IS CRACKED.,1,"Same baffle crack, but the specified cylinder set conflicts (4 versus 1).",106007,5,structure,Replace,STOP DRILLED CRACK.,Other,BAFFLE ABOVE CYL #1 IS CRACKED.,EC-9f80fd2108c01aa4,LG-ab88affdca25a745,1.0,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-9d2462391aaebd72,102952,AUTO RE-IGN DOES NOT ACTIVATE W/ LOW N2 CONDITIONS.,LOW COMPRESSION ON CYL #3 (55).,0,Different core problems: auto re-ignition failure versus low cylinder compression.,106054,4,structure,Diagnose,"REMOVED CYL, FOUND TO BE BURNT EXHAUST VALVE. INSTALLED",Replace,LOW COMPRESSION ON CYL #3 (55).,EC-cf86233bacf1baeb,LG-cf86233bacf1baeb,0.3,0,
MR-7bc2f460c4b9862b,100308,"#2, 3 & 4 ROCKER BOX COVER SCREWS LOOSE.","BAFFLE SEAL LOOSE ON LH/ ENG, #4 AFT BAFFLE.",0,Different core problems: rocker-cover loose screws versus baffle seal defect.,101554,5,structure,Adjust,SECURED BAFFLE SEAL BACK ON ENGINE BAFFLE.,Adjust,"BAFFLE SEAL LOOSE ON LH/ ENG, #4 AFT BAFFLE.",EC-58191b4392158710,LG-58191b4392158710,0.6,0,
MR-2c93ad28dc4c5c24,100112,L/H ENGINE #4 AFT BAFFLE CRACKED IN MULTIPLE PLACES.,FRONT & L/H ENGINE BAFFLE CRACKED.,1,"Same baffle crack, but the specified location conflicts (aft versus front).",102654,4,structure,Replace,STOP DRILLED CRACK.,Other,FRONT & L/H ENGINE BAFFLE CRACKED.,EC-b26b7fabc7e30c45,LG-f8e3931135eed2d1,1.0,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-991dfc0e859ed09e,103884,BAFFLE SCREW MISSING ABOVE STARTER.,#3 CYL SIDE BAFFLE SCREW MISSING.,1,"Same missing baffle screw, but above-starter versus cylinder-3 side-baffle location differs materially.",104125,5,structure,Replace,INSTALLED NEW SCREW.,Replace,#3 CYL SIDE BAFFLE SCREW MISSING.,EC-ae5f02cf8efce618,LG-ae5f02cf8efce618,0.8,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-cce0e14ef536cde5,100623,ROCKER BOX COVER SCREWS LOOSE.,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYL).,0,Different core problems: rocker-cover loose screws versus intake tube loose/damaged.,100024,3,structure,Adjust,TIGHTENED HOSE CLAMPS.,Adjust,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYL).,EC-4d3f1a1149d21098,LG-4d3f1a1149d21098,0.6,0,
MR-59136df9a76135a2,106156,BAFFLE PLUG DAMAGED.,L/H BAFFLE PLUG WORN.,2,"Same core problem; engine side is stated on only one side, without contradiction.",100055,2,structure,Replace,REMOVED & REPLACED PLUG.,Replace,L/H BAFFLE PLUG WORN.,EC-724c9a4174167cf3,LG-724c9a4174167cf3,0.7000000000000001,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-47792f3ce0b61f9e,100848,OIL COOLER HOSE REQUIRES REPOSITIONING.,TOP OIL COOLER HOSE KINKED & NOT SECURED.,2,"Same core problem; position is stated on only one side, without contradiction.",104896,2,structure,Adjust,UNKINKED & SECURED HOSE.,Adjust,TOP OIL COOLER HOSE KINKED & NOT SECURED.,EC-4a50cd09626a5687,LG-4a50cd09626a5687,0.6785714285714286,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-c3572dece682b10c,104031,#4 AFT BAFFLE CRACKED.,TOP BAFFLE IS CRACKED.,1,"Same cracked baffle, but cylinder-4 aft versus top-baffle location differs materially.",101377,3,structure,Replace,FABRICATED PATCHES OUT OF LIKE MATERIAL & INSTALLED. RI,Replace,TOP BAFFLE IS CRACKED.,EC-33bea9d24b13dd29,LG-33bea9d24b13dd29,1.0,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-650af413b118d5c9,104702,L/H ENG #2 CYL HAS LOW COMPRESSION.,R/H ENG #3 CYL HAS LOW COMPRESSION (16/80).,1,"Same low cylinder compression, but engine side conflicts (left versus right).",104977,4,structure,Replace,OPS & LEAK CK GOOD.,Other,R/H ENG #3 CYL HAS LOW COMPRESSION (16/80).,EC-5a13bf07dcb8d0c8,LG-5a13bf07dcb8d0c8,1.0,1,"Relevant diagnostic/verification evidence, but no clear corrective resolution is recorded."
MR-55f85bfa22c462aa,103656,OIL COOLERS DIRTY.,"SEAL LOOSE ON ENGINE COWL, ABOVE L/H & R/H OIL COOLERS (BLAC",0,Different core problems: oil-cooler contamination versus cowl/engine seal loose.,104103,1,structure,Service,"RESECURED SEAL ON LOWER ENGINE COWLS, L/H & R/H, ABOVE",Adjust,"SEAL LOOSE ON ENGINE COWL, ABOVE L/H & R/H OIL COOLERS (BLAC",EC-6a51c50ea4b261a1,LG-6a51c50ea4b261a1,0.7000000000000001,0,
MR-8ec59762f378e770,100991,#2 INDUCTION TUBE GASKET LEAKING.,#1 INTAKE GASKET LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (2 versus 1).",106098,2,structure,Replace,INSTALLED NEW INTAKE GASKET.,Replace,#1 INTAKE GASKET LEAKING.,EC-66c69e07864cfa3c,LG-4285908bb8f7434c,0.6,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-4bda38236940815e,101548,RIVNUT STRIPPED OUT ON FIREWALL FOR A/F FUEL FILTER.,GROUNDING POINTS ON ENG & FIREWALL LOOSE.,0,Different core problems: firewall fuel-filter rivnut versus loose hardware/component.,106091,1,structure,Replace,TIGHTENED ALL BOLTS.,Adjust,GROUNDING POINTS ON ENG & FIREWALL LOOSE.,EC-25238a27175b7fcb,LG-25238a27175b7fcb,0.4,0,
MR-a8a700cfcba2c4d3,102221,#1 INTAKE GASKET LEAKS.,#2 INTAKE GASKET LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (1 versus 2).",105235,4,structure,Replace,REPLACED GASKET.,Replace,#2 INTAKE GASKET LEAKING.,EC-1fec9b07493816ca,LG-4285908bb8f7434c,1.0,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-b91268b1540b6c39,105480,#1 & 3 INTAKES LEAKING.,L/H ENGINE #2 & 4 INTAKES LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (1,3 versus 2,4).",106085,3,structure,Replace,REPLACED GASKETS.,Replace,L/H ENGINE #2 & 4 INTAKES LEAKING.,EC-603b22dcdb952fe3,LG-4285908bb8f7434c,1.0,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-ec78869879b21df0,104157,#2 & 3 INTAKES LEAKING.,"INTAKES 2, 3 & 4 LEAKING ON R/H ENGINE.",1,"Same intake leak, but the specified cylinder set conflicts (2,3 versus 2,3,4).",103495,5,structure,Replace,REPLACED INTAKE GASKETS ON R/H ENGINE.,Replace,"INTAKES 2, 3 & 4 LEAKING ON R/H ENGINE.",EC-acfd9a8357993041,LG-4285908bb8f7434c,1.0,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-79ac5c2748a269b8,105592,SMALL RUST SPOT ON AFT TOP L/H (L/H ENGINE MOUNT).,ZIP TIES USED ON L/H & R/H ENGINE MOUNT IN PLACE OF LACING C,1,"Related maintenance area, but core problem differs: engine-mount rust versus engine-mount attachment.",104057,1,structure,Inspect,REATTACHED CABLE & HOSES W/ LACING CORD.,Other,ZIP TIES USED ON L/H & R/H ENGINE MOUNT IN PLACE OF LACING C,EC-ba25dac60da4e0c0,LG-ba25dac60da4e0c0,1.0,0,Historical action does not treat the queried engine-mount rust condition.
MR-3006d315a7aca97b,103824,"#3, 4 & 1 INTAKES ARE LEAKING.","INTAKES 2, 3 & 4 LEAKING ON L/H ENGINE.",1,"Same intake leak, but the specified cylinder set conflicts (1,3,4 versus 2,3,4).",106105,1,structure,Replace,REMOVED & REPLACED W/ NEW GASKETS.,Replace,"INTAKES 2, 3 & 4 LEAKING ON L/H ENGINE.",EC-f4c4e83928513c1e,LG-4285908bb8f7434c,1.0,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-a00f8c6a0bcb78f4,102316,ENGINE AFT BAFFLE CYL #3 AREA HAS SHEARED RIVETS ON SUPPORT,"ENGINE BAFFLE ON #4 CYL, RIVETS SHEARED OFF.",1,"Same baffle sheared rivets, but the specified cylinder set conflicts (3 versus 4).",102435,2,structure,Replace,"REMOVED SHEARED RIVETS, INSTALLED NEW RIVETS TO ENGINE",Replace,"ENGINE BAFFLE ON #4 CYL, RIVETS SHEARED OFF.",EC-70998e233c2d7c6e,LG-70998e233c2d7c6e,0.8666666666666667,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-b661ed38451b463a,101898,#3 INDUCTION TUBE GASKET LEAKING.,"CYL #1, 2, 4 INTAKE GASKETS LEAKING.",1,"Same intake leak, but the specified cylinder set conflicts (3 versus 1,2,4).",106089,3,structure,Replace,REMOVED & REPLACED GASKETS.,Replace,"CYL #1, 2, 4 INTAKE GASKETS LEAKING.",EC-47ad4117e588d4c8,LG-4285908bb8f7434c,0.6,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-7c98589a1bffc249,100641,R/H ENG #2 & 4 INDUCTION TUBE GASKETS LEAKING.,R/H ENG #3 INTAKE IS LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (2,4 versus 3).",102067,3,structure,Replace,REPLACED INTAKE GASKET.,Replace,R/H ENG #3 INTAKE IS LEAKING.,EC-2c45d54fef43ee4a,LG-4285908bb8f7434c,0.8,1,"Correct intake-gasket action, but it covers only part of the compound query."
MR-c536049574d5c0d7,101980,"R/H ENG #2, 3 & 4 ROCKER BOX COVERS LEAKING.",L/H ENG #3 INTAKE IS LEAKING.,0,Different core problems: rocker-cover gasket defect versus intake leak.,102066,4,structure,Replace,REPLACED INTAKE GASKET.,Replace,L/H ENG #3 INTAKE IS LEAKING.,EC-bfd9242b8bd9a1f8,LG-4285908bb8f7434c,0.8,0,
MR-fb06e5f807a1e4b7,105178,#1 ROCKER COVER GASKET LEAKS.,#1 ROCKER COVER GASKET IS LEAKING.,2,"Same core problem with compatible recorded component, defect, and context.",100447,4,structure,Replace,REMOVED & REPLACED GASKET.,Replace,#1 ROCKER COVER GASKET IS LEAKING.,EC-f3218e222926d0a2,LG-608d782c2258dd59,1.0,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-8a4ec09209ef9ab5,104264,#3 & 4 INTAKES LEAKING.,L/H ENG #2 & 3 INTAKES ARE LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (3,4 versus 2,3).",103544,4,structure,Replace,REPLACED #3 GASKET.,Replace,L/H ENG #2 & 3 INTAKES ARE LEAKING.,EC-410f2059a575ccfa,LG-4285908bb8f7434c,1.0,1,"Correct intake-gasket action, but it covers only part of the compound query."
MR-64c165a8641cff55,105306,#2 & 4 INTAKES LEAKING.,"INTAKES 2, 3 & 4 LEAKING ON L/H ENGINE.",1,"Same intake leak, but the specified cylinder set conflicts (2,4 versus 2,3,4).",106105,1,structure,Replace,REMOVED & REPLACED W/ NEW GASKETS.,Replace,"INTAKES 2, 3 & 4 LEAKING ON L/H ENGINE.",EC-f4c4e83928513c1e,LG-4285908bb8f7434c,1.0,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-109d12506006005d,104582,#2 LOWER INTAKE CLAMP LOOSE.,L/H UPPER BAFFLE LOOSE ABOVE #2 CYLINDER.,0,Different core problems: intake clamp loose versus loose hardware/component.,106069,3,structure,Adjust,SECURED W/ RIVET.,Adjust,L/H UPPER BAFFLE LOOSE ABOVE #2 CYLINDER.,EC-61ff32fbd08b7d20,LG-61ff32fbd08b7d20,0.6,0,
MR-e4bc60ada659508c,100641,R/H ENG #2 & 4 INDUCTION TUBE GASKETS LEAKING.,L/H ENG #3 INTAKE IS LEAKING.,1,"Same intake leak, but engine side conflicts (right versus left).",102066,4,structure,Replace,REPLACED INTAKE GASKET.,Replace,L/H ENG #3 INTAKE IS LEAKING.,EC-bfd9242b8bd9a1f8,LG-4285908bb8f7434c,0.8,1,"Correct intake-gasket action, but it covers only part of the compound query."
MR-8845d5fb91ba5bfe,102823,#1 & 4 INTAKES LEAKING.,INTAKES 2 & 4 LEAKING ON R/H ENGINE.,1,"Same intake leak, but the specified cylinder set conflicts (1,4 versus 2,4).",106109,2,structure,Replace,CLINDERS NEED TO BE REPLACED. ,Replace,INTAKES 2 & 4 LEAKING ON R/H ENGINE.,EC-97caa6160c52c03f,LG-4285908bb8f7434c,1.0,0,Historical record is unresolved/recommendation-only rather than a completed useful action.
MR-473aa1b58ddae234,101101,OIL LEAK EVIDENCE ON R/H SIDE OF ENGINE.,R/H ENGINE TOP BACK BONE SEEPING OIL.,2,"Same core problem; position is stated on only one side, without contradiction.",104827,4,structure,Diagnose,RETORQUED TOP BACK BOLTS.,Adjust,R/H ENGINE TOP BACK BONE SEEPING OIL.,EC-3768d1e48da084d2,LG-4b2d71c4187cc190,1.0,1,Direct repair of one historical oil-leak source; the query does not establish that source.
MR-5860df94cc20baaa,101101,OIL LEAK EVIDENCE ON R/H SIDE OF ENGINE.,SIGNS OF OIL LEAKING FROM FWD ENGINE CASE BOLTS AT MAIN CRAN,2,"Same core problem; engine side and position are stated on only one side, without contradiction.",104202,5,structure,Diagnose,RETORQUED BOLTS.,Adjust,SIGNS OF OIL LEAKING FROM FWD ENGINE CASE BOLTS AT MAIN CRAN,EC-61041646348d5dc0,LG-61041646348d5dc0,1.0,1,Direct repair of one historical oil-leak source; the query does not establish that source.
MR-a4b8aecd0778784d,100772,L/H ENG #3 INDUCTION TUBE GASKET LEAKING.,L/H ENG #3 ROCKER COVER IS LEAKING.,0,Different core problems: intake leak versus rocker-cover gasket defect.,102068,2,structure,Replace,REPLACED ROCKER COVER GASKET.,Replace,L/H ENG #3 ROCKER COVER IS LEAKING.,EC-4f854674f99caf68,LG-608d782c2258dd59,0.8,0,
MR-018824b391911248,100716,R/H ENG CORNER BRACKET BY PROP CABLE IS CRACKED.,"L/H ENG BACK BAFFLE, BY #4 CYL, CRACKED.",0,Different core problems: structural crack versus baffle crack.,102898,2,structure,Replace,STOP DRILLED CRACK.,Other,"L/H ENG BACK BAFFLE, BY #4 CYL, CRACKED.",EC-abe3783fb00f00ba,LG-abe3783fb00f00ba,0.7333333333333334,0,
MR-67365c29d5acf0d5,103274,INTAKES #2 & 4 LEAKING.,"INTAKES 2, 3 & 4 LEAKING ON L/H ENGINE.",1,"Same intake leak, but the specified cylinder set conflicts (2,4 versus 2,3,4).",106105,1,structure,Replace,REMOVED & REPLACED W/ NEW GASKETS.,Replace,"INTAKES 2, 3 & 4 LEAKING ON L/H ENGINE.",EC-f4c4e83928513c1e,LG-4285908bb8f7434c,1.0,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-f0e9787ccee54927,103796,1 BAFFLE BUTTON WORN.,R/H ENGINE #3 CYL EXHAUST ROCKER WORN ON SHAFT.,0,Different core problems: baffle plug defect versus wear.,106134,2,structure,Replace,REPLACED W/ NEW ROCKER & ROCKER SHAFT. TAPPET CLEARANCE,Replace,R/H ENGINE #3 CYL EXHAUST ROCKER WORN ON SHAFT.,EC-c5162431a24b6540,LG-add2db677f24d601,0.6,0,
MR-2c66f6700d0d25be,104157,#2 & 3 INTAKES LEAKING.,"INTAKES 2, 3 & 4 LEAKING ON L/H ENGINE.",1,"Same intake leak, but the specified cylinder set conflicts (2,3 versus 2,3,4).",106105,1,structure,Replace,REMOVED & REPLACED W/ NEW GASKETS.,Replace,"INTAKES 2, 3 & 4 LEAKING ON L/H ENGINE.",EC-f4c4e83928513c1e,LG-4285908bb8f7434c,1.0,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-a81dd6e93d1f208b,101744,BAFFLE BUTTON PLUG IS WORN.,"ENG FWD LWR BLACK SEAL HAS WORN SPOTS, ABOVE AIR INTAKE.",1,"Related maintenance area, but core problem differs: baffle plug defect versus cowl/engine seal wear.",106143,2,structure,Replace,SEALED AREAS W/ BLACK RTV.,Service,"ENG FWD LWR BLACK SEAL HAS WORN SPOTS, ABOVE AIR INTAKE.",EC-e880194cc629db88,LG-e880194cc629db88,0.6,0,Action treats a worn seal rather than the queried baffle plug.
MR-ea6ab91fd60c6fe2,100515,#3 ROCKER COVER GASKET IS TORN.,#4 ROCKER COVER GASKET LEAKING.,1,"Same component area, but defect differs: torn versus leaking.",101798,3,structure,Replace,REPLACED GASKET.,Replace,#4 ROCKER COVER GASKET LEAKING.,EC-da6ceccf140509ee,LG-608d782c2258dd59,0.65,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-c2f74a01be061541,103656,OIL COOLERS DIRTY.,SNIFFLER VALVE DIRTY.,0,Different core problems: oil-cooler contamination versus contamination.,103047,5,structure,Service,CLEANED SNIFFLER VALVES.,Service,SNIFFLER VALVE DIRTY.,EC-33a36d1881741dec,LG-5027701bd7fa9f57,0.6,0,
MR-efc844a1cb0edeb4,104219,BOTH OIL COOLERS DIRTY.,SNIFFLER VALVES DIRTY.,0,Different core problems: oil-cooler contamination versus contamination.,102715,4,structure,Service,CLEANED VALVES.,Service,SNIFFLER VALVES DIRTY.,EC-1243a6854d2a786a,LG-5027701bd7fa9f57,0.6,0,
MR-c5f96a6a8fbdf67a,101371,AFT BAFFLE BRACKET MISSING SCREW.,#3 AFT BAFFLE SUPPORT BRACKET MISSING SCREW.,2,"Same core problem; cylinder/location is stated on only one side, without contradiction.",103422,4,structure,Replace,INSTALLED MISSING BRACKET SCREW.,Replace,#3 AFT BAFFLE SUPPORT BRACKET MISSING SCREW.,EC-df183fcc768958d9,LG-df183fcc768958d9,0.8,2,Installing the missing bracket screw directly resolves the same aft-baffle-bracket fault.
MR-ecc560854e0cec02,100197,#2 & 4 INTAKES ARE LEAKING.,"INTAKES 2, 3 & 4 LEAKING ON L/H ENGINE.",1,"Same intake leak, but the specified cylinder set conflicts (2,4 versus 2,3,4).",106105,1,structure,Replace,REMOVED & REPLACED W/ NEW GASKETS.,Replace,"INTAKES 2, 3 & 4 LEAKING ON L/H ENGINE.",EC-f4c4e83928513c1e,LG-4285908bb8f7434c,1.0,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-df71aaa91266e045,103598,L/H ENGINE BAFFLE CRACKED.,L/H ENGINE BAFFLE BY ROCKER COVERS CRACKED.,2,"Same core problem with compatible recorded component, defect, and context.",104457,5,structure,Repair,REMOVED & REPLACED L/H ENGINE BAFFLE OVER ROCKER COVERS,Replace,L/H ENGINE BAFFLE BY ROCKER COVERS CRACKED.,EC-4cec170209188659,LG-4cec170209188659,1.0,2,Removing and replacing the cracked engine baffle directly addresses the same condition.
MR-e64a114a981364d5,105590,EVIDENCE OF CARB FIRE ON L/H CARB AIRBOX.,CYL #4 INTAKE LEAKING.,0,Different core problems: carb-airbox fire versus intake leak.,100021,1,structure,Inspect,REPLACED GASKET. LEAK CHECK GOOD.,Replace,CYL #4 INTAKE LEAKING.,EC-c4ec7a6934fbe90c,LG-4285908bb8f7434c,0.4285714285714285,0,
MR-4b41703aa7476d62,100772,L/H ENG #3 INDUCTION TUBE GASKET LEAKING.,L/H ENG #3 INTAKE IS LEAKING.,2,"Same core problem with compatible recorded component, defect, and context.",102066,4,structure,Replace,REPLACED INTAKE GASKET.,Replace,L/H ENG #3 INTAKE IS LEAKING.,EC-bfd9242b8bd9a1f8,LG-4285908bb8f7434c,0.8,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-753e3dc2c02ce220,103861,#4 INDUCTION TUBE GASKET LEAKING.,#1 INTAKE GASKET LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (4 versus 1).",106098,2,structure,Replace,INSTALLED NEW INTAKE GASKET.,Replace,#1 INTAKE GASKET LEAKING.,EC-66c69e07864cfa3c,LG-4285908bb8f7434c,0.6,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-57d4ab844cc0a29a,103074,"R/H ENGINE FOAM SEAL LOOSE ON BULKHEAD, BEHIND ENGINE INLET",R/H ENGINE LWR FIRESEAL LOOSE.,1,"Both concern loose engine sealing, but foam bulkhead seal and lower fireseal identify materially different seals.",105616,4,structure,Adjust,REATTACHED LWR FIRESEAL.,Service,R/H ENGINE LWR FIRESEAL LOOSE.,EC-f23d5c700d31e63f,LG-f23d5c700d31e63f,0.68,1,"Reattaching a loose fireseal is relevant seal-attachment evidence, but the queried foam seal is a distinct component."
MR-9a6abba506a266cb,103623,FOUND BROKEN COVER SCREW ON GROUND.,#2 & 4 SIDE BAFFLE BRACE BROKEN.,0,Only the generic broken condition overlaps; a cover screw and a side-baffle brace are different maintenance problems.,100072,3,structure,Replace,FABRICATED BRACE FROM LIKE MATERIAL & INSTALLED.,Replace,#2 & 4 SIDE BAFFLE BRACE BROKEN.,EC-b7eb591ba10a66fb,LG-b7eb591ba10a66fb,0.6,0,
MR-ea8744a9b8fe9403,100848,OIL COOLER HOSE REQUIRES REPOSITIONING.,ENGINE REQUIRES OVERHAUL.,0,Different core problems: oil-cooler hose position versus other.,105544,3,structure,Adjust,MOUNTED ENGINE & TORQUED. STARTED ENGINE INSTALLATION.,Replace,ENGINE REQUIRES OVERHAUL.,EC-399382df6cc4573a,LG-399382df6cc4573a,0.4285714285714285,0,
MR-bf9f3d940454f99f,100629,#2 INTAKE GASKET LEAKS.,#4 INTAKE GASKET IS LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (2 versus 4).",105211,2,structure,Replace,REPLACED GASKETS. LEAK CK GOOD.,Replace,#4 INTAKE GASKET IS LEAKING.,EC-0489f0dc14177ee4,LG-4285908bb8f7434c,1.0,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-6c446f068f90492f,100991,#2 INDUCTION TUBE GASKET LEAKING.,L/H ENG #3 & 4 CYL INTAKE GASKETS LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (2 versus 3,4).",106122,1,structure,Replace,"REMOVED COWL, REMOVED & REPLACED GASKETS. REINSTALLED C",Replace,L/H ENG #3 & 4 CYL INTAKE GASKETS LEAKING.,EC-4806f7911e096a20,LG-4285908bb8f7434c,0.6,2,Completed intake-gasket correction is directly transferable across cylinder slots.
