evaluation_cluster_id,split,case_count,unique_problem_texts,sample_problem_1,sample_problem_2,sample_problem_3,sample_case_ids
EVC-80223ab37c406520,train,4,4,L/H BAFFLE REQUIRES PATCH.,#4 CYL BAFFLE PLUG REQUIRES PATCH.,"BAFFLE, #1 CYL, REQUIRES PATCH.",101160 | 102817 | 102842 | 104773
EVC-838d6eeb90f2d2b1,train,4,1,STARTED ENGINE & IT RAN WELL FOR ABOUT 30 SECONDS BEFORE LOS,,,104907 | 104908 | 104909 | 104910
EVC-8ad9f3d2f0f1adbd,train,4,4,HARDWARE MISSING ON R/H ENGINE #4 ROCKER COVER.,"HARDWARE MISSING ON #4 ROCKER COVER, L/H ENG.",HARDWARE MISSING ON #3 ROCKER COVER.,100293 | 102776 | 102972 | 103089
EVC-8aeec417c9f6d30a,test,4,4,ENGINE BAFFLE PLUG MISSING.,BAFFLE PLUG MISSING ON ENGINE.,R/H ENGINE BAFFLE PLUG MISSING.,100359 | 100548 | 102228 | 102231
EVC-9b45bd9a0dbddac9,train,4,4,ENGINE WOULD NOT START.,ENGINE COULD NOT START.,R/H ENGINE WOULD NOT START.,100085 | 102140 | 103384 | 104544
EVC-9d68e967b9d62546,train,4,1,R/H REAR ENGINE BAFFLE MOUNT LOOSE.,,,104651 | 104966 | 105179 | 105277
EVC-a8a640b8e6014628,train,4,2,ALL ROCKER COVERS HAVE LOOSE SCREWS.,ALL 4 ROCKER COVERS HAVE LOOSE SCREWS.,,100291 | 100586 | 101584 | 102008
EVC-aad33812a67f58fb,train,4,1,ENGINE IS TIMED OUT.,,,100423 | 100424 | 100425 | 100426
EVC-ad6c0744ec0989c0,train,4,1,#3 CYL ZERO COMPRESSION ON L/H ENG.,,,102930 | 102931 | 102932 | 102933
EVC-b138280eb0b148df,dev,4,1,FELT VIBRATION LIKE STUCK VALVE IN FLIGHT.,,,100873 | 100874 | 100875 | 100876
EVC-b8c3160cb3ef037f,dev,4,1,"AFTER ENGINE START, ENGINE RAN ROUGH BUT THEN SMOKED OUT. AF",,,102281 | 102282 | 102283 | 102284
EVC-c2f542363883af1f,train,4,1,"AFTER ENGINE START, THERE WAS ENGINE VIBRATION. SUSPECT CYL",,,105320 | 105321 | 105322 | 105323
EVC-c752bd3b2df7a4d8,train,4,1,#3 CYL LOW COMPRESSION (48/80).,,,105808 | 105810 | 105811 | 105812
EVC-d8094ffac8471cf5,train,4,2,L/H BAFFLE TIE BROKEN.,R/H BAFFLE TIE BROKEN.,,101915 | 104735 | 104974 | 105367
EVC-ddab4544acedfc16,train,4,3,BOTH ENG BAFFLE BUTTONS WORN.,BOTH BAFFLE BUTTONS WORN.,BOTH BAFFLE BUTTONS WORN,101787 | 103234 | 103275 | 103904
EVC-df650275ea038c93,train,4,4,REAR R/H BAFFLE BRACKET RIVETS SHEARED.,REAR R/H ENGINE BAFFLE MOUNT BRACKET RIVETS SHEARED.,R/H REAR BAFFLE BRACKET RIVETS SHEARED.,100721 | 100811 | 101103 | 101395
EVC-e5e95912dce7e479,train,4,1,ENGINE OVERSPEED UP TO 3400 RPM @ TERMINATION OF AN AUTO.,,,100149 | 100150 | 100151 | 100152
EVC-f161b2bdc378a49f,train,4,2,R/H ENGINE HAS OIL LEAK AT HOISTING LOOP.,OIL LEAK AT L/H ENGINE HOISTING LOOP.,,103201 | 103208 | 105678 | 105679
EVC-f43414154a6e29da,train,4,1,#3 CYLINDER HAS BAD COMPRESSION.,,,105636 | 105637 | 105638 | 105639
EVC-fa54b7ea8c03c949,train,4,2,SNIFFLER VALVES NEEDS TO BE CLEANED.,SNIFFLER VALVES NEED TO BE CLEANED.,,104207 | 104281 | 104662 | 104969
EVC-fffa57ab7f3960db,train,4,1,"AFTER ENGINE START UP, NOTICED VIBRATION & ROUGH RUNNING ENG",,,105344 | 105345 | 105346 | 105347
EVC-019a36e6015f33a3,dev,3,1,"ON POST RUN UP, FOUND ENGINE RUNNING ROUGH AT IDLE. #2 CYL C",,,103630 | 103631 | 103632
EVC-06ee13ebf83c5397,train,3,1,L/H ENGINE #4 AFT BAFFLE CRACKED IN MULTIPLE PLACES.,,,100034 | 100111 | 100112
EVC-12c7e3e9f30a3d01,dev,3,1,ENGINE RAN ROUGH. AFTER RPM'S WERE STAB,,,100940 | 100941 | 100942
EVC-184b93b90a1bf9bb,train,3,2,FWD R/H ENGINE BAFFLE SEAL LOOSE.,R/H FWD ENGINE BAFFLE SEAL LOOSE.,,101594 | 101804 | 103332
EVC-1e8f1e855e624dc3,train,3,1,NOTED WEAR ON ENGINE MOUNT CAUSED BY ENGINE BREATHER SUPPORT,,,100136 | 100137 | 100138
EVC-25054af5b932fb87,test,3,2,#3 AFT BAFFLE TAB LOOSE.,#3 AFT BAFFLE TAB IS LOOSE.,,102976 | 102978 | 105989
EVC-28e5e9afcdf8adfe,train,3,1,"ENGINE STARTED NORMALLY, 60 SECS AFTER START, ENGINE BEGAN T",,,105617 | 105618 | 105619
EVC-28fd780830a928e3,train,3,3,#1 ROCKER GASKET SEEPING.,#2 ROCKER COVER GASKET SEEPING.,#3 CYL ROCKER GASKET SEEPING.,102075 | 102086 | 102131
EVC-2b5328449fdaff29,train,3,1,L/H ENGINE #4 CYLINDER HAS BAD EXHAUST VALVE.,,,101717 | 101720 | 101721
EVC-2e747175b92f52a6,dev,3,1,R/H ENG #1 CYL HAS LOW COMPRESSION 5/80.,,,103944 | 103949 | 103950
EVC-2e94e38d1218f2eb,train,3,2,R/H ENGINE BACK BONE SEEPING OIL.,R/H ENGINE TOP BACK BONE SEEPING OIL.,,103285 | 104827 | 104829
EVC-2f8a9c849062ab57,train,3,1,"#4 CYL FAILED @ .033"".",,,104485 | 104486 | 104491
EVC-2fb238730a128b1a,train,3,1,CYL 3 OR 4 HAS A STUCK EXHAUST VALVE.,,,105894 | 105895 | 105896
EVC-35982cfcc0d0db55,dev,3,1,R/H ENGINE #4 CYL LOW ON COMPRESSION (30 LBS).,,,104362 | 104364 | 104365
EVC-3b35bd1f728cf165,train,3,1,CRANKSHAFT SEAL APPEARS TO BE LEAKING.,,,101904 | 101905 | 101906
EVC-47e71181b0fc87ad,train,3,1,CYL #1 EXT VALVE IS STICKING (40/80).,,,100915 | 100916 | 100917
EVC-4ddb4cb716231757,train,3,1,OIL COLLECTING ON BOTTOM OF L/H NACELLE. POOLING ON INTERIOR,,,103784 | 103785 | 103786
EVC-4df6b3b9c3550a69,train,3,1,ENGINE STARTED RUNNING ROUGH & BACK FIRING. BOTH POWER REDUC,,,103114 | 103115 | 103116
EVC-4e09c0777a28d6d5,train,3,2,PILOT REQUESTS START ASSIST.,PILOT REQUESTED START ASSIST.,,102681 | 102682 | 104835
EVC-5098d35037902600,train,3,3,#4 ROCKER COVER SCREWS LOOSE.,"#2, 3, 4 ROCKER COVER SCREWS LOOSE ON R/H ENG.","#1, 3, 4 ROCKER COVER SCREWS LOOSE.",100958 | 102775 | 103879
EVC-51693691a05ce104,train,3,2,BAFFLE CRACKED ON R/H ENGINE #1 CYLINDER.,#1 CYLINDER ON R/H ENGINE IS CRACKED.,,104137 | 105696 | 105700
EVC-5465aaa1fea78de4,train,3,1,#4 COMPRESSION IS 20/80.,,,106145 | 106146 | 106147
EVC-5be5fcb48f9a1f00,train,3,1,"DURING CRUISE, ENGINE BECAME INCREDIBLY ROUGH. ENGINE CONTIN",,,101790 | 101791 | 101792
EVC-5e9b96d7ba73d25a,train,3,1,OIL COMING OUT OF TOP L/H COWLING.,,,105052 | 105053 | 105054
EVC-5eab9d342831f25e,test,3,1,"L/H ENG #4 CYL IS CRACKED, FOUND ON COMPRESSION TEST.",,,105971 | 105972 | 105973
EVC-6202e1815bd6f68d,train,3,3,"#4 CYL INTAKE TUBE NEEDS TO BE REPLACED, L/H ENG.",#1 INTAKE TUBE NEEDS TO BE REPLACED.,#3 INTAKE TUBE NEEDS TO BE REPLACED.,103875 | 104740 | 104741
EVC-6497070ed98de41e,train,3,1,"DURING ENGINE START, ENGINE WAS RUNNING VERY ROUGH. WENT THR",,,105859 | 105860 | 105861
EVC-67c215fb4c7fd62a,train,3,1,"IN FLIGHT, ENGINE BECAME ROUGH. DISCOVERED RIGHT MAG INOP. E",,,100038 | 100039 | 100040
EVC-774052e56c04fec6,train,3,1,UNUSUAL ATTITUDE POWER WAS ADDED & ENGINE REACHED APPROX 280,,,105019 | 105020 | 105021
EVC-77a1c4eea4fee653,train,3,3,ENGINE BAFFLE PLUGS TANGS BROKEN.,ENGINE BAFFLE PLUG TANGS BROKEN.,BAFFLE PLUGS TANGS BROKEN.,101060 | 105784 | 105869
EVC-77a2ce12c227111b,train,3,1,"ENGINE RPM DROPPED 200-300 RPM SUDDENLY, ACCOMPANIED BY STRO",,,105446 | 105447 | 105448
EVC-78a099258b994ca2,train,3,3,#1 INTAKE HAS EVIDENCE OF LEAKING.,L/H ENG #2 INTAKE HAS EVIDENCE OF LEAKING.,#2 & 4 INTAKE GASKET HAS EVIDENCE OF LEAKING.,100866 | 104222 | 104482
EVC-78d343e1411fa34a,train,3,2,R/H AFT BAFFLE SUPPORT RIVETS SHEARED.,CYL #3 AFT BAFFLE SUPPORT RIVETS SHEARED.,,101376 | 102337 | 102463
EVC-790b27f0efc0c2fb,train,3,1,"#3 CYL FAILED @ .032"".",,,104484 | 104490 | 104492
EVC-7ae572c9a9fc06ce,train,3,3,ENGINE BAFFLE BEHIND ALTERNATOR CRACKED.,FWD ENGINE BAFFLE CRACKED BEHIND ALTERNATOR.,BAFFLE CRACKED BEHIND ALTERNATOR.,101518 | 101568 | 102275
EVC-8088d8d2ef4d75db,train,3,2,"INTAKE PIPE GASKET LEAKING, CYL #2, 3 & 4.",CYL #2 INTAKE PIPE GASKET LEAKING.,,100520 | 101124 | 101256
EVC-811747bc3430c8ee,train,3,1,"DURING RUN UP, RPM WOULD NOT INCREASE PAST 1560, REGARDLESS",,,102410 | 102411 | 102412
EVC-8135549666ebeea2,test,3,3,TOP BOLT ON ENGINE CASE LEAKING.,TOP ENGINE CASE BOLT IS LEAKING.,TOP CASE BOLT LEAKING.,103706 | 104253 | 105353
EVC-851bfb06828b8cf6,dev,3,3,#3 EXHAUST I/B PUSH ROD SEAL IS LEAKING.,#3 EXHAUST PUSH ROD SEAL (I/B) LEAKING.,#3 EXHAUST PUSH ROD SEAL IS LEAKING.,100650 | 103438 | 105735
EVC-86f46fb33f37afb1,train,3,1,"ON START UP, ENGINE BEGAN TO RUN ROUGH. RAN ENGINE @ 1200 RP",,,100028 | 100029 | 100030
EVC-87b5dba702656689,train,3,1,REMOVE ENGINE TO FACILITATE FIREWALL REPAIR.,,,100184 | 100253 | 100254
EVC-9bd902361da18452,train,3,1,R/H ENG #4 CYL COMPRESSION 40/80.,,,105852 | 105853 | 105857
EVC-9f343cf5c3480ed5,test,3,1,"RAN SMOOTHLY AFTER ENGINE START LEAN PROCEDURE, THEN RAN VER",,,101879 | 101880 | 101881
EVC-a00beca82aaeca6f,test,3,1,PILOT REQUIRES START ASSIST.,,,104842 | 104843 | 105915
EVC-a074664d1952c7de,train,3,2,SCREW MISSING FROM R/H AFT BAFFLE.,SCREW MISSING FROM #3 AFT BAFFLE.,,102255 | 104869 | 106159
EVC-a17fe3c354372755,train,3,3,BROKEN ANCHOR ASSY ON #1 CYL.,BROKEN ANCHOR ASSY ON #2 CYL.,#2 CYL ANCHOR ASSY BROKEN.,102112 | 102193 | 102393
EVC-a27cfaf934681907,train,3,1,"#1 CYL VALVE GUIDE FAILED @ .035"".",,,104487 | 104493 | 104494
EVC-a352810e5ae96756,test,3,1,"ENGINE RAN ROUDH, IDLE LOW, WOULDN'T GO TO FULL POWER.",,,105847 | 105848 | 105849
EVC-a5f3b25dafa504ba,train,3,1,#3 CYL FAILED COMPRESSION.,,,105461 | 105463 | 105464
EVC-a8447f3287c4896d,train,3,1,"WHILE IN LEVEL FLIGHT, AFTER PERFORMING A FEW HIGH POWER MAN",,,104647 | 104648 | 104649
EVC-ab4830b2cc283bfc,test,3,3,"RIVET PULLED THROUGH BAFFLE SEAL, #1 CYL.",#4 CYL BAFFLE SEAL RIVET PULLED THROUGH.,BAFFLE SEAL RIVET PULLED THROUGH ON #3 CYL.,100266 | 103947 | 105037
EVC-ac2ed0ad1a8b922f,train,3,2,R/H ENGINE #2 & 4 ROCKER OIL RETURN LINES ARE LEAKING.,R/H ENGINE OIL RETURN LINES ARE LEAKING.,,100410 | 101244 | 101245
EVC-b4f41addb8256638,train,3,1,"#2 CYL FAILED @ .031"".",,,104483 | 104488 | 104489
EVC-b71ab1ad19dbe537,train,3,1,EXPERIENCED SEVERE ENGINE ROUGHNESS WHILE ON LONG FINAL.,,,105421 | 105422 | 105423
EVC-b796790e2b81c551,train,3,2,RIVETS MISSING ON ENGINE DATA PLATE.,L/H ENGINE DATA PLATE RIVETS MISSING.,,101217 | 101560 | 105337
EVC-b8429ececc9535b3,train,3,1,"AFTER START, ENGINE RAN CONSISTANTLY ROUGH.",,,104108 | 104109 | 104110
EVC-b8b62597ca02c62a,test,3,3,"#1, 3 & 4 CYLINDER ROCKER COVERS ARE LEAKING.",#2 & 3 CYLINDER ROCKER COVERS LEAKING.,"1, 2, 4 CYLINDER ROCKER COVERS LEAKING.",101472 | 103793 | 105528
EVC-ba3b001d3c8468da,train,3,1,CYL #3 COMPRESSION 18/80.,,,104893 | 104894 | 104895
EVC-bcf697a66b9950ed,train,3,1,"R/H ENGINE SPUTTERING @ 1700 RPM, AS INCREASED THROTTLE RPM",,,105553 | 105554 | 105555
EVC-bf09f08524d4616d,dev,3,2,#3 EXHAUST SIDE PUSH ROD & ROCKER SCORED.,#3 EXHAUST PUSH ROD & ROCKER SCORED.,,106099 | 106101 | 106108
EVC-c03521b540cbc390,train,3,1,ENGINE IDLE OVERRIDE KILLED ENGINE.,,,100001 | 100002 | 100003
EVC-c120caa827f5c8ed,train,3,2,#4 INTAKE GASKET TUBE IS LEAKING AT SUMP.,"#3 INTAKE GASKET LEAKING, INTAKE TUBE LEAKING AT SUMP.",,102319 | 102320 | 102729
EVC-cc27857b43547bec,train,3,1,#4 CYL ON L/H ENG HAS LOW COMPRESSION. LEAKING FROM EXHAUST,,,102941 | 102942 | 102943
EVC-cd4f54219db6be21,train,3,3,LOWER L/H FWD BAFFLE SEAL IS LOOSE.,FWD LOWER BAFFLE SEAL LOOSE.,FWD LOWER ENGINE BAFFLE SEAL LOOSE.,101810 | 101845 | 101971
EVC-cedd8cdb32a245d8,train,3,1,CYL #2 COMPRESSION LOW. AIR NOTED & OBSERVED OUT OF EXHAUST.,,,103039 | 103040 | 103041
EVC-cf514c3204b7ea86,train,3,2,LOWER OIL COOLER LINE NEEDS TO BE REPOSITIONED.,LOWER OIL COOLER OIL LINE NEEDS TO BE REPOSITIONED.,,100807 | 104852 | 104853
EVC-d305484db192ac2f,dev,3,1,L/H ENG TAC GEN LEAKS AT SEAL.,,,102166 | 102167 | 102168
EVC-dc72b9050c6f56ba,train,3,1,R/H ENG #3 CYL HAS LOW COMPRESSION 20/80.,,,103945 | 103951 | 103952
EVC-dd216efbfb044bd8,train,3,1,"DURING SHUT DOWN CHECKLIST, WHEN PUT THROTTLE IDLE, ENGINE S",,,106116 | 106117 | 106118
EVC-df289137ce17532f,test,3,2,L/H AFT BAFFLE CRACKED PAST STOP DRILL.,"BAFFLE CRACKED PAST STOP DRILL, #4 CYL.",,100793 | 100949 | 102969
EVC-df81cf4b1f7d1055,dev,3,1,#3 & 4 CYLINDER INTAKE TUBE INSERTS IN SUMP LOOSE.,,,105315 | 105316 | 105317
EVC-e15e8e8831f68541,dev,3,3,#2 & 4 CYL OIL RETURN LINE CLAMPS LOOSE.,OIL RETURN LINE CLAMPS LOOSE.,#2 & 4 CYL OIL RETURN LINE HOSE CLAMPS LOOSE.,100108 | 100403 | 100658
EVC-e525e5cc4d7b3b07,train,3,1,R/H ENG #3 CYL COMPRESSION 59/80.,,,105854 | 105855 | 105856
EVC-e531f059b01e0341,dev,3,1,PROP OVERSPEED; RPM ABOUT 2850 W/ PROP CONT AT HIGH RPM IN L,,,105469 | 105470 | 105471
EVC-e83cd0e608e3340d,train,3,1,FOUND ENGINE BAFFLES CRACKED.,,,106092 | 106093 | 106094
EVC-eaa7b3652a921b52,train,3,2,ROUGH ENGINE,ROUGH ENGINE.,,105243 | 105244 | 105834
EVC-f28303c350ad0384,train,3,1,#4 CYL COMPRESSION @ ZERO PSI.,,,104245 | 104246 | 104247
EVC-f5eb3018cba2a0ca,train,3,1,#3 & 4 CYL WERE REMOVED BY OFF SITE MAINTENANCE.,,,103170 | 103171 | 103172
EVC-f7d0a79b1552492a,train,3,1,"ON A/C RUN UP, L/H PROP TIP WAS DAMAGED.",,,102957 | 102958 | 102959
EVC-fa9b1d088eeb6a4d,train,3,1,#2 CYL VALVE STICKING.,,,105268 | 105269 | 105270
EVC-fb90cc2d78c6eede,train,3,1,ROUGH CHOPPING NOISE COMING FROM ENGINE ON APPLICATION OF FU,,,105537 | 105538 | 105539
EVC-fc23f5a5599a4e0f,train,3,1,"#1 CYL EXHAUST VALVE FAILED (EX CLEARANCE .033"").",,,104566 | 104571 | 104572
EVC-ff9841b51752326c,train,3,1,STUCK VALVE ON #3 CYL. DAMAGE TO PUSH ROD & HOUSING.,,,105089 | 105090 | 105091
EVC-013c9a5eeade94ec,train,2,1,ENGINE BACK FIRED WHILE IN A HOVER.,,,104779 | 104780
EVC-0394a0fa33ca3816,train,2,2,L/H ENGINE BAFFLE ACCESS HOLE ELONGATED.,R/H ENGINE BAFFLE ACCESS HOLE ELONGATED.,,104912 | 105105
EVC-0478bd9a6718772f,train,2,2,#1 CYLINDER IS MISSING A ROCKER COVER SCREW.,#3 CYLINDER ROCKER COVER MISSING SCREW.,,101446 | 105242
EVC-05010cfcdc4a5afd,train,2,1,LEFT ENG #2 INTAKE GASKET LEAKS.,,,100508 | 102459
EVC-05970bbeaffb0f5c,dev,2,1,#4 INTAKE ON R/H ENG LEAKS & #3 INTAKE ON L/H ENGINE.,,,105705 | 105706
EVC-06ba3619d06b28ac,train,2,1,DURING LATE TAKEOFF ROLL & PATTERN; ENGINE SOUNDED LIKE IT W,,,105334 | 105335
EVC-07be729903720b77,train,2,2,L/H BUTTON PLUG IS WORN.,BAFFLE BUTTON PLUG IS WORN.,,101253 | 101744
EVC-082be918a5cdc614,train,2,1,"LEAKING INTAKE TUBE CYL #4, LEAK AT ATTACH POINT TO OIL SUMP",,,101649 | 101650
EVC-091ff759fe33b345,test,2,1,CYL #2 INTAKE PUSH ROD TUBE INNER SEAL IS WEEPING.,,,100839 | 100840
EVC-0b64dec182fafeed,train,2,1,PARTICLE SEPERATOR HAS GRASS IN IT.,,,101781 | 102778
EVC-0cfbb7c9c8d173a8,test,2,2,"2 BAFFLE SCREWS MISSING, ABOVE STARTER.",BAFFLE SCREW MISSING ABOVE STARTER.,,103334 | 103884
EVC-0d02913784bac28b,train,2,2,RIGHT ENG #3 ROCKER COVER IS LEAKING.,RIGHT ENG #2 ROCKER COVER LEAKING.,,100148 | 100295
EVC-0e243bc9d6498a0f,train,2,2,L/H ENG #3 BAFFLE (AFT) SEAL LOOSE.,L/H #4 AFT BAFFLE SEAL LOOSE.,,102108 | 105585
EVC-0e46799428cfa106,train,2,1,LEFT ENG #2 EGT INOP.,,,102507 | 102508
EVC-0e65a99f287ce084,train,2,1,BAFFLE SCREWS LOOSE ON #3 CYL BAFFLE.,,,105035 | 105039
EVC-0e7472d2dd562b4a,test,2,1,SCREW MISSING ON #3 CYL BAFFLING.,,,105394 | 105552
EVC-0ea6452b5c97406e,test,2,2,R/H BAFFLE FRONT SIDE HAS A CRACK.,FRONT BAFFLE ON L/H SIDE HAS A CRACK.,,100120 | 100745
EVC-0ef60fd6bbd4721f,dev,2,2,R/H ENGINE SIDE BAFFLE CRACKED.,#3 SIDE BAFFLE CRACKED ON R/H ENGINE.,,101784 | 103841
EVC-0fc60e49253669c2,train,2,1,BOTH OIL COOLERS DIRTY.,,,104219 | 105222
EVC-1052cdc8c510e170,train,2,2,R/H BAFFLE HAS A CRACK.,R/H #1 CYL BAFFLE HAS A CRACK.,,101482 | 103970
EVC-108611060d90837e,train,2,1,L/H SIIDE OF ENGINE CASE PLUG LEAKING OIL.,,,104818 | 104819
EVC-10877a2b46efefcc,train,2,1,AT LEAST 3 INSTANCES THROUGHOUT FLIGHT; THE ENGINE VIBRATED,,,104935 | 104936
EVC-111fd0b40fa98687,train,2,1,FRONT R/H BAFFLE WORN THROUGH FROM MUFFLER SHROUD.,,,100245 | 100246
EVC-166ace95486ddf01,test,2,1,"ON RUN UP, IDLE RPM WAS AT 720.",,,103023 | 103024
EVC-18e1feddea502d50,train,2,1,OIL COOLER REQUIRES TIME CHANGE.,,,103015 | 103016
EVC-1975f98b154518c0,train,2,2,R/H ENGINE #1 CYL EXHAUST ROCKER WORN ON SHAFT.,R/H ENGINE #3 CYL EXHAUST ROCKER WORN ON SHAFT.,,106133 | 106134
EVC-19a773c8c762970d,train,2,1,"DURING FLARE PHASE OF LANDING, ENGINE QUIT. ATTEMPTED TO RES",,,103859 | 103860
EVC-19c6b19eaa8ae371,dev,2,1,ENGINE R/H REAR BAFFLE SUPPORT BRACKET LOOSE.,,,103064 | 103780
EVC-1a31a05bf2c7378e,train,2,1,FRONT CRANKSHAFT OIL PLUG LEAKING.,,,105864 | 105866
EVC-1aecd3e7e68a3c24,train,2,1,R/H ENG CRANKCASE LIFTING EYEBOLT LEAKING OIL.,,,103890 | 103895
EVC-1afebc8a171067d1,train,2,2,#1 CYL BAFFLING CRACKED.,BAFFLING ON #3 CYL CRACKED.,,103885 | 104502
EVC-1cf4b532859c71d5,train,2,1,OIL LEAK EVIDENCE ON R/H SIDE OF ENGINE.,,,101100 | 101101
EVC-1da1bc6fe3a7e47c,dev,2,2,#2 & 4 INTERCYLINDER BAFFLE CRACKED.,"#2, 4 INTERCYLINDER BAFFLE CRACKED.",,103314 | 104950
EVC-1ef8d70646b2fc7a,dev,2,1,R/H ENG #2 CYL COMPRESSION 15/80 (EXHAUST LEAK).,,,103812 | 103813
EVC-1fe115579a8af258,test,2,1,ENGINE TOP SPINE IS LEAKING.,,,100778 | 100779
EVC-208672388b440107,train,2,2,R/H ENGINE #4 CYL BAFFLE BOLT MISSING.,"BOLT MISSING ON #4 CYL BAFFLE, R/H ENGINE.",,100102 | 102245
EVC-20cc8a29fd7c566c,test,2,2,#1 CYL NEEDS TO BE CHANGED BACK TO A LUECO ASSY.,#4 CYL NEEDS TO BE CHANGED BACK TO A LUECO ASSY.,,104256 | 104257
EVC-222954c107cb4941,dev,2,1,OVERSPEED PROP FOR APPROX 3 SECONDS.,,,104258 | 104259
EVC-2320355778c3f986,train,2,1,L/H ENGINE #2 CYL LOST CHT & EGT DURING LANDING. ALSO STARTE,,,105730 | 105731
EVC-23bf5cb042dd77b5,dev,2,1,"SHEARED OFF RIVETS ON BAFFLE BRACKET, BEHIND #3 CYL.",,,103167 | 103168
EVC-27fb644cd3e41b71,dev,2,1,L/H BAFFLE PLUG HOLE IS ELONGATED.,,,101924 | 102440
EVC-285aeaedb0db73a2,train,2,1,#4 CYL RUNS COLD & ENGINE SHAKES VIOLENTLY.,,,105932 | 105933
EVC-28fe65399d39243e,train,2,1,L/H ENG INTAKE SCREEN WORN.,,,103931 | 103932
EVC-2a19e79861ac1b4e,dev,2,1,#3 CYL INTAKE TUBE NEEDS NEW GASKETS.,,,106152 | 106153
EVC-2a8ecebbab3afe12,test,2,2,#3 ROCKER COVER REQUIRES NEW GASKET.,CYL #2 REQUIRES NEW ROCKER COVER GASKET.,,100398 | 104755
EVC-2bdfb24c9e49a794,dev,2,2,#2 CYL WIRE STANDOFF BROKEN.,L/H ENG #4 CYL BAFFLE WIRE STANDOFF BROKEN.,,104314 | 105199
EVC-2d0e7946c89db815,train,2,1,OIL LEAK FROM L/H ENGINE.,,,101174 | 101175
EVC-2ed9da95c92dd3df,dev,2,1,L/H CRANKSHAFT SEAL SEEPING.,,,102867 | 102872
EVC-2edac3f086fe4cae,train,2,1,"DURING TAKEOFF @ CKN, ENG RAN VERY ROUGH FOR 3 SECONDS W/ FU",,,104090 | 104091
EVC-2f0405ee11a09324,train,2,1,PUSH ROD TUBE BENT.,,,102948 | 102949
EVC-2f6683ee4bd8a39c,test,2,1,EXPERIENCED ENGINE ROUGHNESS & MOMENTARY POWER HESITATION. A,,,103935 | 103936
EVC-304cb2f51a20ea8f,train,2,2,FOD ON #1 CYLINDER,FOD @ #2 CYLINDER,,104271 | 106028
EVC-30bee6769e310387,train,2,1,OIL COOLER LOWER FITTING IS LOOSE.,,,104848 | 104850
EVC-3170e35544f28c91,test,2,1,#4 INTAKE TUBE LEAKING @ SUMP.,,,105879 | 105880
EVC-336b321a0d4ba2f8,dev,2,1,ENGINE BAFFLE BUTTONS WORN.,,,100195 | 100342
EVC-33e377d5e9774232,dev,2,2,OIL COOLER NEEDS TO BE REPLACED.,L/H OIL COOLER NEEDS TO BE REPLACED.,,100767 | 104035
EVC-3577fb83a00a20a5,train,2,1,L/H ENG CENTER CASE BOLT LEAKING OIL.,,,104976 | 104978
EVC-3598b5d4565176a0,train,2,1,#3 CYL PUSH ROD (EXHAUST) HOUSING GASKET LEAKING.,,,105173 | 105175
EVC-35d5bc3090b7d142,train,2,2,R/H ENG FWD BAFFLE LOOSE.,"L/H ENG, R/H FWD BAFFLE LOOSE.",,103009 | 104611
EVC-3624978fd33a624d,train,2,1,"WHILE TAXING, ENGINE COUGHED & SPUTTERED ANYTIME RPMS WERE B",,,101254 | 101255
EVC-3772c554ecdfb05f,train,2,1,"MANIFOLD PSI WAS HIGH IN HOVER, 26 IN. PERFORMED LOW ROTOR R",,,104753 | 104754
EVC-37a109ebdb6f77c1,test,2,1,"COOLING BAFFLE ATTACHMENT BRACKET, BEHIND OIL FILL TUBE, IS",,,102072 | 102074
EVC-37f3a319ac284435,test,2,1,#2 INTAKE IS MISSING OUTER NUT.,,,105369 | 105370
EVC-3933f8fb5b148159,train,2,1,ENGINE STARTED RUNNING ROUGH SHORTLY AFTER TAKEOFF & LANDED,,,100130 | 100131
EVC-3a4bd68e6d6dea44,dev,2,2,#1 & 3 ROCKER DRAIN LINES LEAKING.,"CYL #1, 3 ROCKER DRAIN LINES LEAKING.",,103375 | 105976
EVC-3bcdcced2e1c1aa1,dev,2,1,LOW COMPRESSION (40/80) ON #3 CYLINDER. AIR LEAKING FROM EXH,,,105303 | 105304
EVC-3bf34947bf1ae104,train,2,1,FRONT CRANKSHAFT OIL SEAL LEAKING.,,,103175 | 103176
EVC-3fade7c6898f6152,test,2,1,BOTH OIL COOLERS NEED TO BE CLEANED.,,,102840 | 102919
EVC-40e3f56a9ffb8184,train,2,2,R/H ENGINE #3 AFT BAFFLE SEAL IS LOOSE.,R/H ENGINE LEFT AFT BAFFLE SEAL IS LOOSE.,,100058 | 105525
EVC-41e169136bed0599,dev,2,1,L/H ENG OIL COOLER HOSE IS POSITIONED TOO CLOSE TO OIL FILTE,,,104185 | 104186
EVC-4492f94f2f78bdd6,train,2,1,SLIGHT POWER LOSS ON TAKE OFF,,,100812 | 100813
EVC-44a521ad3b949cbd,train,2,1,SIDE BAFFLE PLUGS ARE MISSING FINGERS.,,,101208 | 101304
EVC-45feb5014a5b5fc8,train,2,1,ENGINE LEAKING FROM LIFTING EYE.,,,105534 | 105536
EVC-46d85e9f4fcc3319,train,2,1,INTAKE TUBE CYL #1 LEAKING AROUND OIL SUMP CONNECTION AREA.,,,101726 | 101727
EVC-46e06b7e17b31655,train,2,2,#3 AFT BAFFLE BRACKET IS CRACKED.,#3 BAFFLE BRACKET IS CRACKED.,,104932 | 105418
