ident,problem,action,evidence_cluster_id,leakage_group_id,split
100158,#1 & 3 ROCKER COVERS ARE LEAKING.,REMOVED & REPLACED 1 & 3 ROCKER COVERS.,EC-50cb8bbe484efbad,LG-608d782c2258dd59,train
100159,R/H FWD BAFFLE SEAL LOOSE.,RESECURED BAFFLE SEAL.,EC-e1edc567da15df26,LG-550468c14295fbc3,test
100160,"WHILE TAXIING, ENGINE QUIT.",FOUND #4 INTAKE WAS LEAKING. REMOVED & REPLACED INTAKE,EC-c3c054da4150446c,LG-c3c054da4150446c,train
100161,"R/H ENG, FWD I/B BAFFLE HAS SMALL CRACK.",STOP DRILLED CRACK.,EC-78d989bf1cf651d7,LG-78d989bf1cf651d7,train
100162,"BOTH ENGS, ALL ROCKER COVERS LOOSE.",TIGHTENED ALL SCREWS FOR ROCKER COVERS.,EC-1e95796f3ab8f638,LG-1e95796f3ab8f638,train
100163,L/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,OPS & LEAK CHECKED GOOD.,EC-d4b77c346d93b787,LG-d4b77c346d93b787,train
100164,R/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,OPS & LEAK CHECKED GOOD.,EC-22fa5e9243b455b8,LG-d4b77c346d93b787,train
100165,R/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,INSTALLED R/H ENGINE TO AIRFRAME.,EC-22fa5e9243b455b8,LG-d4b77c346d93b787,train
100166,R/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,FINISHED INSTALLING NACELLE WIRING.,EC-22fa5e9243b455b8,LG-d4b77c346d93b787,train
100167,L/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,FINISHED REINSTALL OF NACELLE WIRING.,EC-d4b77c346d93b787,LG-d4b77c346d93b787,train
100168,R/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,CONTINUED WIRING & ENGINE CONTROL INSTALLATION.,EC-22fa5e9243b455b8,LG-d4b77c346d93b787,train
100169,L/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,PRESERVED CYLINDERS. PREPARED ENGINE FOR STORAGE.,EC-d4b77c346d93b787,LG-d4b77c346d93b787,train
100170,R/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,SEALED CONTROL CABLE & ELECTRICAL HARNESS @ FIREWALL.,EC-22fa5e9243b455b8,LG-d4b77c346d93b787,train
100171,L/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,"INSTALLED & TIMED MAGNETOS. ROUTED, CONNECTED WIRING &",EC-d4b77c346d93b787,LG-d4b77c346d93b787,train
100172,L/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,UNPACKED ENGINE FROM PALLET. INSTALLED ENGINE ASSY TO A,EC-d4b77c346d93b787,LG-d4b77c346d93b787,train
100173,L/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,"RAN WIRING THROUGH FIREWALL, RAN CABLES THROUGH FIREWAL",EC-d4b77c346d93b787,LG-d4b77c346d93b787,train
100174,L/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,"ROUTED & SECURED WIRING, FUEL & OIL LINES, CONTROL CABL",EC-d4b77c346d93b787,LG-d4b77c346d93b787,train
100175,L/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,SEALED CONTROL CABLE & ELECTRICAL HARNESS @ FIREWALL. R,EC-d4b77c346d93b787,LG-d4b77c346d93b787,train
100176,L/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,"CLEANED PLUGS, SERVICED OIL. RAN L/H ENGINE, ALL INDICA",EC-d4b77c346d93b787,LG-d4b77c346d93b787,train
100177,L/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,"REMOVED LEFT ENGINE, PROP/MOUNT ASSY.",EC-d4b77c346d93b787,LG-d4b77c346d93b787,train
100178,L/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,REMOVED OIL SUMP & ACCESSORY CASE. INSPECTED IAW,EC-d4b77c346d93b787,LG-d4b77c346d93b787,train
100179,R/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,STARTED WIRING INSTALLATION & CONTROL CABLE INSTALLATIO,EC-22fa5e9243b455b8,LG-d4b77c346d93b787,train
100180,R/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,CONTINUED WIRING & CONTROL CABLE ROUTING. CONNECTED COW,EC-22fa5e9243b455b8,LG-d4b77c346d93b787,train
100181,R/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,CONNECTED WIRING & SECURED. ATTACHED & RIGGED ENGINE CO,EC-22fa5e9243b455b8,LG-d4b77c346d93b787,train
100182,R/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,"CLEANED PLUGS, SERVICED OIL. RAN ENGINE, ALL INDICATION",EC-22fa5e9243b455b8,LG-d4b77c346d93b787,train
100183,R/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,REMOVED R/H ENGINE/PROP/MOUNT ASSY. PRESERVED CYLS. PAL,EC-22fa5e9243b455b8,LG-d4b77c346d93b787,train
100184,REMOVE ENGINE TO FACILITATE FIREWALL REPAIR.,REMOVED ENGINE.,EC-9654bdf1e620d1b9,LG-9654bdf1e620d1b9,test
100185,REINSTALL ENGINE AFTER REPAIR TO FIREWALL.,INSTALLED ENGINE AFTER REPAIR TO FIREWALL WAS COMPLETED,EC-50ff2d843703fb10,LG-50ff2d843703fb10,train
100186,REINSTALL ENGINE AFTER REPAIR TO FIREWALL.,FIREWALL REPAIRED BY ODEGAARD WINGS. ,EC-50ff2d843703fb10,LG-50ff2d843703fb10,train
100187,#2 & 4 INTAKE GASKET LEAKING.,REMOVED & REPLACED #2 & 4 INTAKE GASKETS.,EC-57ce898af0dc256e,LG-4285908bb8f7434c,train
100188,#2 INTAKE LEAKING.,REMOVED & REPLACED INTAKE GASKET.,EC-9e293c9950113443,LG-10956cdabbd1e3ce,dev
100189,#3 ROCKER COVER LEAKING.,REMOVED & REPLACED #3 ROCKER COVER GASKET.,EC-4774d48aa3f463c3,LG-608d782c2258dd59,train
100190,AFT BAFFLE SCREW LOOSE.,TIGHTENED BAFFLE SCREW.,EC-6bb5b0d3262bc63e,LG-6bb5b0d3262bc63e,dev
100191,#4 REAR ENGINE BAFFLE CRACKED.,STOP DRILLED CRACK.,EC-387a2beadebc6c15,LG-ba980fdf0c11c4fb,test
100192,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYLS).,TIGHTENED HOSE CLAMPS.,EC-134da831ec3f7c78,LG-4d3f1a1149d21098,train
100193,#3 CYL EXHAUST SEAL LEAKING.,REMOVED & REPLACED SEAL.,EC-5c3ff270fb262677,LG-5c3ff270fb262677,train
100194,FELT ON #1 & 3 BAFFLE COMING LOOSE.,PREPPED AREA & APPLIED SEALANT.,EC-35a276772072160e,LG-35a276772072160e,test
100195,ENGINE BAFFLE BUTTONS WORN.,REMOVED & REPLACED ENGINE BAFFLE BUTTONS ON L/H & R/H.,EC-646dee5f7c2e3098,LG-646dee5f7c2e3098,train
100196,MISSING SCREW ON #3 ROCKER COVER.,INSTALLED NEW SCREW.,EC-ee48bcbd70b76233,LG-ee48bcbd70b76233,dev
100197,#2 & 4 INTAKES ARE LEAKING.,REMOVED & REPLACED INTAKE GASKETS.,EC-a8a32c50c5fc85ea,LG-26ffbcbee302311b,test
100198,#2 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,EC-8828e17d0b33db57,LG-608d782c2258dd59,train
100199,ENGINE RUNS ROUGH AFTER START. ENGINE SHUT DOWN WHEN POWER T,"STARTED A/C, VERIFIED ENGINE RUNS VERY ROUGH. #3 EGT WA",EC-686ae9f01276bb0f,LG-686ae9f01276bb0f,test
100200,ENGINE RUNS ROUGH AFTER START. ENGINE SHUT DOWN WHEN POWER T,PERFORMED SI 388C ON ALL 4 CYLINDERS. REAMED EXHAUST VA,EC-686ae9f01276bb0f,LG-686ae9f01276bb0f,test
100201,"LACING CORD LOOSE ON SCAT TUBING + IGN LEAD TO FRAME, R/H SI",REPLACED BOTH LACINGS.,EC-6492abd879651fee,LG-6492abd879651fee,train
100202,ALL ROCKER COVER SCREWS ARE LOOSE ON L/H ENGINE.,TIGHTENED ALL SCREWS.,EC-a441330875585b5d,LG-a441330875585b5d,train
100203,#2 INTAKE LEAKING ON R/H ENGINE.,REMOVED & REPLACED #2 INTAKE GASKET ON R/H ENGINE.,EC-992083f8822d9bd9,LG-4285908bb8f7434c,train
100204,"INTAKES 2, # & 4 LEAKING ON L/H ENGINE.","REMOVED & REPLACED INTAKE GASKET 2, 3 & 4 ON L/H ENGINE",EC-b2aa1a1dc3fa32c3,LG-4285908bb8f7434c,train
100205,ROCKER COVERS 2 & 4 LEAKING ON R/H ENGINE.,REMOVED & REPLACED #2 & 4 ROCKER COVER GASKETS ON R/H E,EC-9f316c4190b2efed,LG-608d782c2258dd59,train
100206,"ON RIGHT ENG START, ENGINE RAN VERY ROUGH.","REMOVED & REPLACED #3 CYL ASSY. REEMED 1, 2, 4 EXHAUST",EC-ad4cd4ab07035025,LG-ad4cd4ab07035025,train
100207,"ON RIGHT ENG START, ENGINE RAN VERY ROUGH.","RAN ENGINE, #3 CYL NO EGT. PULLED PROP THROUGH 4 COMPRE",EC-ad4cd4ab07035025,LG-ad4cd4ab07035025,train
100208,#2 INTAKE IS LEAKING.,REMOVED & REPLACED INTAKE GASKETS.,EC-8ec828272e86c6c2,LG-10956cdabbd1e3ce,dev
100209,CYL #2 INTAKE GASKET IS LEAKING.,REMOVED & REPLACED CYL #2 INTAKE GASKET.,EC-ae287164a190fda3,LG-4285908bb8f7434c,train
100210,CYL #2 & 3 ROCKER COVERS LEAKING.,REMOVED & REPLACED CYL #2 & 3 ROCKER COVER GASKETS.,EC-92cbb89143b287a6,LG-608d782c2258dd59,train
100211,CYL #3 AFT BAFFLE I/B SCREW BRACKET RIVETS ARE SHEARED OFF.,"REMOVED CYL #3 AFT BAFFLE, REPLACED BROKEN FASTENERS &",EC-0ed8564874aa50f1,LG-0ed8564874aa50f1,train
100212,#3 ROCKER COVER LEAKING.,REMOVED & REPLACED ROCKER COVER W/ NEW.,EC-4774d48aa3f463c3,LG-608d782c2258dd59,train
100213,#2 & 4 ROCKER COVER GASKETS LEAKING.,REMOVED & REPLACED GASKETS.,EC-0d6ec8eb547d2ef3,LG-608d782c2258dd59,train
100214,R/H ENGINE #2 INTAKE IS LEAKING.,REMOVED & REPLACED GASKET.,EC-46b590e39d661fd5,LG-4285908bb8f7434c,train
100215,L/H ENGINE #4 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED GASKET.,EC-3673559e83b98b7a,LG-608d782c2258dd59,train
100216,"R/H ENGINE, ALL 4 ROCKER COVER GASKETS SEEPING.",REMOVED & REPLACED ALL GASKETS.,EC-c4d47f7b8075659c,LG-c4d47f7b8075659c,train
100217,R/H REAR ENGINE BAFFLE SCREW MISSING.,INSTALLED NEW SCREW.,EC-00c3779a82bb5065,LG-ac09d330d3a5d8db,dev
100218,ROCKER BOX COVER SCREWS LOOSE (ALL CYLS).,RETORQUED SCREWS.,EC-eca369d61b0365b4,LG-9911c897fa79d522,test
100219,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYLS).,TIGHTENED HOSE CLAMPS.,EC-134da831ec3f7c78,LG-4d3f1a1149d21098,train
100220,#2 INTAKE LEAKING.,REMOVED & REPLACED #2 INTAKE GASKET.,EC-9e293c9950113443,LG-10956cdabbd1e3ce,dev
100221,#4 ROCKER COVER IS LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,EC-59c5dc8b564981cd,LG-608d782c2258dd59,train
100222,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYL).,TIGHTENED HOSE CLAMPS.,EC-4d3f1a1149d21098,LG-4d3f1a1149d21098,train
100223,#2 & 4 ROCKER BOX COVER SCREWS LOOSE.,RETORQUED #2 & 4 ROCKER BOX COVER SCREWS.,EC-980979c4942a8951,LG-f40ff9615f91de7f,test
100224,L/H ENGINE #1 INTAKE LEAKING.,REMOVED & REPLACED L/H #1 INTAKE GASKET.,EC-c07d68b9a6e2148a,LG-4285908bb8f7434c,train
100225,R/H ENGINE #2 & 1 INTAKE LEAKING.,REMOVED & REPLACED R/H ENGINE INTAKE GASKETS 1 & 2.,EC-63c06d7bf22047dd,LG-4285908bb8f7434c,train
100226,R/H FWD UPPER BAFFLE SEAL IS LOOSE.,REPLACED BAFFLE SEAL.,EC-58499e993aebfdf1,LG-58499e993aebfdf1,train
100227,#4 ROCKER COVER IS LEAKING.,REMOVED & REPLACED GASKET.,EC-59c5dc8b564981cd,LG-608d782c2258dd59,train
100228,ROCKER BOX COVER SCREWS LOOSE.,RETORQUE ROCKER BOX COVER SCREWS.,EC-672c4039227aa006,LG-f40ff9615f91de7f,test
100229,#4 ROCKER GASKET LEAKING.,REPLACED ROCKER GASKET.,EC-995d291f7da262fb,LG-608d782c2258dd59,train
100230,#2 ROCKER COVER IS LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,EC-9f1eed7e562e8bbc,LG-608d782c2258dd59,train
100231,#4 CYL HAS NO COMPRESSION.,"INSTALLED NEW GASKET, LEAK CK GOOD.",EC-63129778628d15a6,LG-63129778628d15a6,train
100232,#4 CYL HAS NO COMPRESSION.,"INSPECTED VALVES, FOUND NO DEFECTS. RAN A/C & RECHECKED",EC-63129778628d15a6,LG-63129778628d15a6,train
100233,SCREW MISSING ON #3 BAFFLE.,REPLACED SCREW.,EC-361eebaf96dcd70d,LG-ac09d330d3a5d8db,dev
100234,#2 ROCKER COVER IS LEAKING.,REPLACED GASKET.,EC-9f1eed7e562e8bbc,LG-608d782c2258dd59,train
100235,INDUCTION TUBE HOSE CLAMPS LOOSE.,TIGHTENED HOSE CLAMPS.,EC-c9dbfc2be3afc901,LG-4d3f1a1149d21098,train
100236,R/H ENG CYL #3 INTAKE IS LEAKING.,REPLACED INTAKE GASKET.,EC-9b50eff2842daf19,LG-4285908bb8f7434c,train
100237,L/H ENG #4 INDUCTION TUBE GASKET LEAKING.,REPLACED INTAKE GASKET.,EC-321ab726e8c2aced,LG-abec8430bec9f461,test
100238,L/H ENG CYL #1 FWD BAFFLE SEAL IS LOOSE.,RESECURED #1 FWD BAFFLE SEAL.,EC-54361287278951d9,LG-550468c14295fbc3,test
100239,"L/H ENG #1, 2 & 3 ROCKER BOX COVERS LEAKING.",REPLACED ROCKER COVER GASKETS.,EC-9510fca4d1deffdb,LG-9510fca4d1deffdb,test
100240,R/H ENG #2 INTAKE TUBE GASKET IS LEAKING.,INSTALLED NEW #2 INTAKE TUBE GASKET.,EC-8f08743c4fd530a1,LG-ae9ab1f2ace76196,train
100241,R/H ENG ALL ROCKER COVER GASKETS LEAKING.,INSTALLED NEW R/H ENG ROCKER BOX COVER GASKETS.,EC-11e3e1ee95a2f94f,LG-608d782c2258dd59,train
100242,AFT BAFFLE BRACKET RIVETS SHEARED.,RESECURED BAFFLE BRACKET.,EC-129791cf3720b6d6,LG-129791cf3720b6d6,train
100243,#3 AFT BAFFLE IS WORN THROUGH AT I/B CYLINDER WRAP.,REMOVED WORN PIECE. FABRICATED REPLACEMENT FROM LIKE MA,EC-757fbf9770320c38,LG-757fbf9770320c38,train
100244,FRONT R/H BAFFLE SIDE HAS A CRACK BY SCREW.,STOP DRILLED CRACK.,EC-78cbcf5a467575e0,LG-78cbcf5a467575e0,train
100245,FRONT R/H BAFFLE WORN THROUGH FROM MUFFLER SHROUD.,REMOVED BAFFLE.,EC-65e476c51b687c5e,LG-65e476c51b687c5e,train
100246,FRONT R/H BAFFLE WORN THROUGH FROM MUFFLER SHROUD.,FABRICATED PATCH W/ LIKE MATERIALS. RIVETED IAW ,EC-65e476c51b687c5e,LG-65e476c51b687c5e,train
100247,"#2, 3 & 4 ROCKER GASKETS LEAKING.","REPLACED #2, 3 & 4 ROCKER GASKETS. LEAK CHECK GOOD.",EC-6944e76a83ec9939,LG-608d782c2258dd59,train
100248,#3 AFT BAFFLE CRACKED IN SEVERAL PLACES.,INSTALLED NEW BAFFLE.,EC-61c01e333856145d,LG-61c01e333856145d,train
100249,#3 AFT BAFFLE CRACKED IN SEVERAL PLACES.,REMOVED R/H REAR BAFFLE.,EC-61c01e333856145d,LG-61c01e333856145d,train
100250,SCREW MISSING IN #4 ROCKER COVER.,INSTALLED & TORQUED NEW SCREW IN #4 ROCKER BOX COVER. R,EC-2b6322ed39d84a07,LG-ee48bcbd70b76233,dev
100251,#2 INTAKE IS LEAKING.,REPLACED GASKET.,EC-8ec828272e86c6c2,LG-10956cdabbd1e3ce,dev
100252,BRACKET SECURING OIL LINE TO #2 CYLINDER BROKEN.,REMOVED & REPLACED BRACKET.,EC-830da89d0907bbe7,LG-830da89d0907bbe7,train
100253,REMOVE ENGINE TO FACILITATE FIREWALL REPAIR.,REMOVED ENGINE TO FACILITATE REPAIR BY ODEGAARD WINGS.,EC-9654bdf1e620d1b9,LG-9654bdf1e620d1b9,test
100254,REMOVE ENGINE TO FACILITATE FIREWALL REPAIR.,REINSTALLED ENGINE IAW MAINTENANCE MAN,EC-9654bdf1e620d1b9,LG-9654bdf1e620d1b9,test
100255,#2 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED #2 ROCKER COVER GASKET.,EC-8828e17d0b33db57,LG-608d782c2258dd59,train
100256,#2 & 4 ROCKER COVERS ARE LEAKING.,REMOVED & REPLACED GASKETS.,EC-e2fcde699ff41262,LG-608d782c2258dd59,train
100257,"DOING MAX PERFORM T/O @ 3200, MP WON'T GO ANY HIGHER THAN 24",REQUIRES MX FLIGHT TO VERIFY DISCREPANCY,EC-41c45e2eda9ccedf,LG-41c45e2eda9ccedf,train
100258,"ROCKER COVER GASKETS 1, 3 & 4 LEAKING.","REMOVED & REPLACED ROCKER COVER GASKETS 1, 3 & 4.",EC-fda06b79570d26f6,LG-608d782c2258dd59,train
100259,#2 & 4 CYLINDER ROCKER COVER GASKETS LEAKING.,REMOVED & REPLACED #2 & 4 GASKETS.,EC-b9b0eb2f06c6bc2f,LG-608d782c2258dd59,train
100260,"#1, 2 & 3 ROCKER BOX COVER SCREWS LOOSE.",TIGHTENED SCREWS.,EC-661ba5d2e27fcc21,LG-f40ff9615f91de7f,test
100261,#1 & 3 ROCKER COVERS LEAKING.,REMOVED & REPLACED #1 & 3 ROCKER COVER GASKETS.,EC-67b8282817b33e38,LG-608d782c2258dd59,train
100262,ROCKER BOX COVER SCREWS LOOSE (ALL CYL).,TIGHTENED SCREWS.,EC-9911c897fa79d522,LG-9911c897fa79d522,test
100263,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYL).,TIGHTENED HOSE CLAMPS.,EC-4d3f1a1149d21098,LG-4d3f1a1149d21098,train
100264,#3 INTAKE LEAKING AT CLAMP.,READJUSTED & TIGHTENED CLAMP.,EC-3f053046e75050f6,LG-3f053046e75050f6,test
100265,#2 INTAKE GASKET LEAKING.,REMOVED & REPLACED INTAKE GASKET W/ NEW.,EC-1fec9b07493816ca,LG-4285908bb8f7434c,train
100266,"RIVET PULLED THROUGH BAFFLE SEAL, #1 CYL.",REMOVED OLD RIVET & INSTALLED NEW RIVET.,EC-a2caf61ac3c20c83,LG-d97756432395263d,dev
100267,#3 ROCKER COVER LEAKING.,REMOVED & REPLACED GASKET.,EC-4774d48aa3f463c3,LG-608d782c2258dd59,train
100268,L/H ENGINE I/B BAFFLE INTERCONNECT ROD BROKEN.,REMOVED & REPLACED BAFFLE INTERCONNECT ROD.,EC-30e0f6b889cfa0f4,LG-30e0f6b889cfa0f4,dev
100269,#2 INDUCTION TUBE HOSE CLAMP BROKEN.,INSTALLED NEW HOSE CLAMP.,EC-1e248fd031358927,LG-1e248fd031358927,train
100270,"#1, 2, 3 CYLINDER INTAKE GASKETS LEAKING.",INSTALLED NEW INTAKE GASKETS.,EC-f88a448f838877b4,LG-4285908bb8f7434c,train
100271,#4 ROCKER COVER IS LEAKING.,REMOVED & REPLACED #4 ROCKER COVER GASKET.,EC-59c5dc8b564981cd,LG-608d782c2258dd59,train
100272,AFT R/H BAFFLE HAS MISSING RIVET.,REMOVED & REPLACED RIVET.,EC-44687a47481f14b4,LG-44687a47481f14b4,train
100273,#2 & 4 ROCKER COVERS LEAKING.,REMOVED & REPLACED #2 & 4 ROCKER COVER GASKETS.,EC-faa911573d289bce,LG-608d782c2258dd59,train
100274,RING GEAR HAS TOO MANY DAMAGED TEETH.,REMOVED PROP & INSTALLED SERVICEABLE RING GEAR ASSY. IN,EC-1cc01dbb8715ca66,LG-1cc01dbb8715ca66,test
100275,#3 CYLINDER OIL RETURN LINE BEEN CHAFING ON WIRE BUNDLE.,LEAK CHECK GOOD.,EC-00b3f77e883a2dbe,LG-00b3f77e883a2dbe,dev
100276,#3 CYLINDER OIL RETURN LINE BEEN CHAFING ON WIRE BUNDLE.,REMOVED & REPLACED OIL RETURN LINE.,EC-00b3f77e883a2dbe,LG-00b3f77e883a2dbe,dev
100277,R/H SIDE BACK BAFFLE IS CRACKED & BRACKET RIVETS BROKEN.,REMOVED R/H SIDE BAFFLE OFF ENGINE.,EC-914ff7a6d1f74fe5,LG-914ff7a6d1f74fe5,train
100278,R/H SIDE BACK BAFFLE IS CRACKED & BRACKET RIVETS BROKEN.,REPLACED BAFFLE W/ SERVICEABLE BAFFLE.,EC-914ff7a6d1f74fe5,LG-914ff7a6d1f74fe5,train
100279,#1 ROCKER COVER LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,EC-d7f19738c9144c80,LG-608d782c2258dd59,train
100280,R/H ENGINE CYL #3 AFT BAFFLE IS CRACKED.,STOP DRILLED CRACK IN R/H ENG #3 AFT BAFFLE.,EC-767933242635773b,LG-e3b964f842fc4352,test
100281,L/H ENGINE CYL #4 AFT BAFFLE STIFFENER IS CRACKED.,REMOVED & REPLACED CRACKED STIFFENER.,EC-8b068244a95c46cb,LG-8b068244a95c46cb,dev
100282,CYL #2 & 3 INTAKES ARE LEAKING.,REMOVED & REPLACED CYL #2 & 3 INTAKE GASKETS.,EC-7c7fe62579e1969f,LG-26ffbcbee302311b,test
100283,R/H FWD UPPER BAFFLE SEAL NEEDS TO BE RESECURED.,INSTALLED POP RIVET TO RESECURE R/H FWD BAFFLE SEAL.,EC-7f2bc0b62c756875,LG-7f2bc0b62c756875,train
100284,#1 INTAKE IS LEAKING.,REMOVED & REPLACED #1 INTAKE GASKET.,EC-15bf6e31a0b605cd,LG-10956cdabbd1e3ce,dev
100285,ROCKER COVERS 2 & 3 LEAKING.,REMOVED & REPLACED ROCKER COVER GASKETS 2 & 3.,EC-74bec29ff5af296f,LG-608d782c2258dd59,train
100286,#2 INDUCTION TUBE GASKET LEAKING.,INSTALLED NEW #2 INDUCTION TUBE GASKET.,EC-abec8430bec9f461,LG-abec8430bec9f461,test
100287,#2 & 3 ROCKER BOX COVER GASKETS LEAKING.,INSTALLED NEW ROCKER BOX COVER GASKETS.,EC-79626840036d8658,LG-608d782c2258dd59,train
100288,"DURING ENTRY TO 180 DEGREE AUTO, WHEN COLLECTIVE LOWERED TO","INSPECTED THROTTLE LINKAGE, COLLECTIVE LINKAGE, NO DISC",EC-216200c86b99f26f,LG-216200c86b99f26f,train
100289,"CAP SCREW MISSING, L/H ENG #4 BAFFLE.",INSTALLED NEW SCREW.,EC-7200bc33ba2318b0,LG-7200bc33ba2318b0,dev
100290,#4 ROCKER COVER LEAKING.,REMOVED & REPLACED #4 ROCKER COVER GASKET.,EC-fbe922c5be2d1674,LG-608d782c2258dd59,train
100291,ALL ROCKER COVERS HAVE LOOSE SCREWS.,TIGHTENED ALL COVERS.,EC-dd43a397ed774b5b,LG-dd43a397ed774b5b,dev
100292,R/H ENG #3 INTAKE LEAKING.,REMOVED & REPLACED #3 INTAKE GASKET W/ NEW.,EC-bf90f47baf1aeb81,LG-4285908bb8f7434c,train
100293,HARDWARE MISSING ON R/H ENGINE #4 ROCKER COVER.,INSTALLED NEW SCREW INTO #4 ROCKER COVER.,EC-a867548fb28d8a3c,LG-a867548fb28d8a3c,dev
100294,#4 INTAKE GASKET LEAKING.,REPLACED GASKET.,EC-57acd94dcdde4ef3,LG-4285908bb8f7434c,train
100295,RIGHT ENG #2 ROCKER COVER LEAKING.,REMOVED & REPLACED #2 ROCKER COVER.,EC-a0dc272d89c3b77b,LG-608d782c2258dd59,train
100296,#1 & 3 ROCKER BOX COVER SCREWS LOOSE.,TIGHTENED SCREWS.,EC-052117ffdbd20454,LG-f40ff9615f91de7f,test
100297,#2 & 4 INDUCTION TUBE GASKETS LEAKING.,INSTALLED NEW #2 & 4 INDUCTION TUBE GASKETS.,EC-bf6c1b762f860293,LG-abec8430bec9f461,test
100298,ALL SCREWS FOR ROCKER COVERS ARE LOOSE.,TIGHTENED ALL SCREWS.,EC-f40ff9615f91de7f,LG-f40ff9615f91de7f,test
100299,#1 & 4 INTAKES LEAKING.,REMOVED & REPLACED INTAKE GASKETS 1 & 4.,EC-bec29ba56bf692b8,LG-26ffbcbee302311b,test
100300,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYLS).,TIGHTENED HOSE CLAMPS.,EC-134da831ec3f7c78,LG-4d3f1a1149d21098,train
100301,R/H REAR BAFFLE MOUNTING SCREW LOOSE.,TIGHTENED R/H REAR BAFFLE MOUNTING SCREW.,EC-b1f33e2c59b03e11,LG-b1f33e2c59b03e11,train
100302,L/H BAFFLE PLUG MISSING.,INSTALLED PATCH FABRICATED OUT OF LIKE MATERIAL. INSTAL,EC-9410f0626a11b72a,LG-9410f0626a11b72a,train
100303,#3 INTAKE LEAKING.,REMOVED & REPLACED #3 INTAKE GASKET.,EC-6f9c95f514a1077a,LG-10956cdabbd1e3ce,dev
100304,ENGINE INSPECTION PANEL MISSING SCREW,REINSTALLED SCREW,EC-5726c3a2d9160625,LG-5726c3a2d9160625,dev
100305,#1 ROCKER COVER IS LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,EC-979a2371e346f510,LG-608d782c2258dd59,train
100306,CYL #2 & 3 INTAKES ARE LEAKING.,REPLACED CYL #2 & 3 INTAKE GASKETS.,EC-7c7fe62579e1969f,LG-26ffbcbee302311b,test
100307,#2 INTAKE GASKET LEAKING.,REMOVED & REPLACED INTAKE GASKET W/ NEW.,EC-1fec9b07493816ca,LG-4285908bb8f7434c,train
100308,"#2, 3 & 4 ROCKER BOX COVER SCREWS LOOSE.",TIGHTENED SCREWS.,EC-c70d4b2a85a7c07c,LG-f40ff9615f91de7f,test
100309,STARTER RING GEAR MISSING TEETH.,REMOVED & REPLACED STARTER RING GEAR. RESAFETY WIRED PR,EC-ff5488e7157e3516,LG-ff5488e7157e3516,test
100310,#2 & 4 INTAKE GASKETS LEAKING.,REMOVED & REPLACED #2 & 4 INTAKE GASKETS W/ NEW.,EC-f4c90d93e910c1fa,LG-4285908bb8f7434c,train
100311,BOTH BAFFLE PLUGS WORN.,REPLACED BOTH BAFFLE PLUGS.,EC-8c42875f4907c236,LG-d1ae1963cf7de664,dev
100312,#1 ROCKER LEAKING.,REMOVED & REPLACED #1 ROCKER COVER GASKET.,EC-75e357f4a79e8d6e,LG-75e357f4a79e8d6e,train
100313,R/H FWD BAFFLE MISSING SCREW.,INSTALLED NEW SCREW.,EC-8407cead18b14600,LG-8407cead18b14600,train
100314,OIL PSI SWITCH WIRING GROMMET IS MISSING.,INSTALLED NEW GROMMET.,EC-77f5d19481712c8f,LG-77f5d19481712c8f,train
